지역,공동주택명,주소,행정동,세대수,층수,동수,준공연도,관리실번호,위도(lat),경도(lon),정제된주소
천안시,직산한양수자인아이림아파트(1차),천안시 서북구 천안밸리로 22-11(직산읍),직산읍,333.0,23.0,4.0,2019-06-13,041-581-9701,36.8826273984842,127.147945452121,천안시 서북구 천안밸리로 22-11
천안시,직산한양수자인비다펠리즈(2차),천안시 서북구 천안밸리로 22-22(직산읍),직산읍,387.0,25.0,5.0,2019-05-16,041-588-8601,36.8809445903909,127.148455047361,천안시 서북구 천안밸리로 22-22
천안시,직산월드메르디앙레이크파크아파트,천안시 서북구 직산로 59(직산읍),직산읍,374.0,20.0,7.0,2020-10-07,041-585-3740,36.8835851386711,127.153377415277,천안시 서북구 직산로 59
천안시,브리엔츠아파트,천안시 서북구 삼은2길 26(직산읍),직산읍,99.0,16.0,1.0,2019-09-04,,36.8788478230954,127.147875347785,천안시 서북구 삼은2길 26
천안시,직산포스코더샵레이크마크,천안시 서북구 직산읍 직산로 18-33,직산읍,411.0,28.0,4.0,2024-03-28,041-583-7773,36.880227454652,127.15697154971,천안시 서북구 직산읍 직산로 18-33
천안시,경일주택,천안시 동남구 봉명4길 2(봉명동),봉명동,39.0,,,,,36.8039023502436,127.138497797539,천안시 동남구 봉명4길 2
천안시,쌍용신성아파트,천안시 동남구 순천향1길 16(쌍용동)외 2,봉명동,292.0,,,,,36.8012497706524,127.133030848799,천안시 동남구 순천향1길 16외 2
천안시,천안 용곡 두산위브,천안시 동남구 풍세로 801(용곡동),신방동,409.0,,,,,36.7827533148024,127.143067955057,천안시 동남구 풍세로 801
천안시,호반 써밋 센트럴파크 Ⅰ,천안시 서북구 동남구 일봉로 51,일봉동,453.0,,,,,,,천안시 서북구 동남구 일봉로 51
천안시,더샵신부센트라,천안시 동남구(신부동),신안동,592.0,,,,,36.8108300614004,127.148888753055,천안시 동남구
천안시,영웅아파트,천안시 동남구 고재18길 12(원성동),원성1동,20.0,,,,,36.8026392001482,127.160951608907,천안시 동남구 고재18길 12
천안시,충남꿈비채천안남산행복주택,천안시 동남구 사직2길 6(사직동),중앙동,28.0,,,,,36.7989577690948,127.148217110485,천안시 동남구 사직2길 6
천안시,중흥S클래스산운마을,천안시 동남구 청수14로 117(청당동),청룡동,504.0,,,,,36.7876003767985,127.1593946966,천안시 동남구 청수14로 117
천안시,버들마을우미린,천안시 동남구 청수14로 16(청당동),청룡동,724.0,,,,,36.7836108027397,127.148735479827,천안시 동남구 청수14로 16
천안시,버들마을(주공2단지),천안시 동남구 청수14로 29(청당동),청룡동,736.0,,,,,36.7864279474239,127.14960469219,천안시 동남구 청수14로 29
천안시,산운마을부영사랑으로,천안시 동남구 청수8로 72(청당동),청룡동,449.0,,,,,36.7893584809869,127.159034444066,천안시 동남구 청수8로 72
천안시,롯데캐슬 더 청당,천안시 동남구 청당4로 20(청당동),청룡동,1199.0,,,,,36.7782915996248,127.144727308985,천안시 동남구 청당4로 20
천안시,부경연립주택,천안시 동남구 풍세면 수원지길 3,풍세면,104.0,,,,,36.7535683070466,127.128202132371,천안시 동남구 풍세면 수원지길 3
천안시,그린빌2차아파트,천안시 서북구 백석3로 91(백석동),백석동,750.0,,,,,36.8226789379408,127.121365024516,천안시 서북구 백석3로 91
천안시,천안백석2차아이파크,천안시 서북구 한들3로 35-23(백석동),백석동,1562.0,,,,,36.8243997794035,127.119233035272,천안시 서북구 한들3로 35-23
천안시,천안백석3차아이파크,천안시 서북구 한들3로 36-17(백석동),백석동,805.0,,,,,36.8270198751375,127.125248783156,천안시 서북구 한들3로 36-17
천안시,백석동 해솔마루 아파트,천안시 서북구 백석동 해솔마루 아파트,벡석동,70.0,,,,,,,천안시 서북구 백석동 해솔마루 아파트
천안시,한성3차필하우스,천안시 서북구 봉정로 366(두정동),부성1동,832.0,,,,,36.833377281895,127.147044776357,천안시 서북구 봉정로 366
천안시,천안두정역이안더센트럴,천안시 서북구 천안대로 999-7(두정동),부성1동,935.0,,,,,36.8285857351025,127.151847559878,천안시 서북구 천안대로 999-7
천안시,아크로텔천안두정,천안시 서북구 성정두정로 70(두정동),부성1동,297.0,,,,,36.8319257726022,127.142159661711,천안시 서북구 성정두정로 70
천안시,천안두정5차푸르지오,천안시 서북구 두정고1길 9(두정동),부성2동,392.0,,,,,36.8345178729304,127.12806625374,천안시 서북구 두정고1길 9
천안시,유보라천안두정역,천안시 서북구 천안대로 1050(두정동),부성1동,556.0,,,,,36.8362682567676,127.152165539755,천안시 서북구 천안대로 1050
천안시,극동늘푸른아파트,천안시 서북구 늘푸른6길 42(두정동) 외 1필지,부성2동,1452.0,,,,,36.8284719354431,127.132307096209,천안시 서북구 늘푸른6길 42 외 1필지
천안시,두정4차푸르지오,천안시 서북구 늘푸른1길 50(두정동),부성2동,384.0,,,,,36.8296677690422,127.129879155815,천안시 서북구 늘푸른1길 50
천안시,천안 롯데캐슬 더 두정,천안시 서북구 천안대로 947(두정동),부성1동,584.0,,,,,36.8253431725836,127.150798165769,천안시 서북구 천안대로 947
천안시,천안스마일시티효성해링턴플레이스,천안시 서북구 스마일시티2로 1(차암동),부성2동,1318.0,,,,,36.8445897575772,127.107167288626,천안시 서북구 스마일시티2로 1
천안시,천안불당지웰푸르지오,천안시 서북구 불당24로 38(불당동) 외 1필지,불당2동,682.0,,,,,36.822060249026,127.105379283772,천안시 서북구 불당24로 38 외 1필지
천안시,직산역서희스타힐스(천안첨단서희),천안시 서북구 천안대로 1450-34,성거읍,653.0,,,,,36.8700265317875,127.152273402356,천안시 서북구 천안대로 1450-34
천안시,천안역경남아너스빌어반하이츠,천안시 서북구 축구센터로 100 (성정동),성정동,293.0,,,,,36.818258937102,127.146318049788,천안시 서북구 축구센터로 100
